sourceEntityId;sourceName;countryCode;isActive;name;oldIntegrationId;dateCreated;dateUpdated;channel;subChannel;region;street;houseNumber;houseNumberExtension;city;zipCode;state;countryName;emailAddress;phoneNumber;mobileNumber;faxNumber;hasGeneralOptOut;hasEmailOptIn;hasEmailOptOut;hasDirectMailOptIn;hasDirectMailOptOut;hasTelemarketingOptIn;hasTelemarketingOptOut;hasMobileOptIn;hasMobileOptOut;hasFaxOptIn;hasFaxOptOut;totalDishes;totalLocations;totalStaff;averagePrice;daysOpen;weeksClosed;distributorName;distributorOperatorId;otm;otmEnteredBy;isNotRecalculatingOtm;netPromoterScore;salesRepresentative;cookingConvenienceLevel;isPrivateHousehold;vat;isOpenOnMonday;isOpenOnTuesday;isOpenOnWednesday;isOpenOnThursday;isOpenOnFriday;isOpenOnSaturday;isOpenOnSunday;chainName;chainId;kitchenType
225;WUFOO;US;A;SPRINGHILL SUITES RICHMOND VIR;;20160113 00:00:00;20160213 00:00:00;;;;W HILLSBOROUGH AVE;9701;;GLEN ALLEN;1524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;WUFOO;US;A;COOKS fARDEk CATERING & COOKING SCHOOL;;20170418 00:00:00;20170518 00:00:00;;;;HIGHWAY 22;306;;;71fi2l2vr0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;WUFOO;US;A;COOKS GARDEN CATERING &eCOzKING tCHOOL;;20161109 00:00:00;20161209 00:00:00;;;;HIGHWAY 22;306;;;71112-2770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;WUFOO;US;A;COOKS GARDEN CATERING & COOKING SCHOOL;;20170606 00:00:00;20170706 00:00:00;;;;HIGHWAY 22;306;;;71112-2770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;WUFOO;US;A;COOKS GARDEN CATERING & COOKING SCHOOL;;20160814 00:00:00;20160914 00:00:00;;;;HIGHWAY 22;306;;;71112-2770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;WUFOO;US;A;COOKS GARDEN CATERING & COOKING SCHOOL;;20170725 00:00:00;20170825 00:00:00;;;;HIGHWAY 22;306;;;71112-2770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;WUFOO;HU;A;ÁRPÁD VEZ.ÚTI ISKOLA;;20170522 00:00:00;20170622 00:00:00;;;;út Lakótelep ;;;;2v11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;WUFOO;HU;A;ISKOLA VEZ.ÚTI ÁRPÁD ;;20170506 00:00:00;20170606 00:00:00;;;;Llkótelep úb;;;;2111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;WUFOO;HU;A;ISKOLA VEZ.ÚTI ÁRPÁD ;;20160315 00:00:00;20160415 00:00:00;;;;Lakóselep tt;;;;2111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;WUFOO;HU;A;ÁRPÁD VEZ.ÚTI ISKOLA;;20151121 00:00:00;20151221 00:00:00;;;;Lakótelep út;;;;2111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;WUFOO;HU;A;ÁRPÁD VEZ.ÚTI ISKOLA;;20150622 00:00:00;20150722 00:00:00;;;;Lakótelep út;;;;2111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;WUFOO;US;A;jHE SIkE;;20150102 00:00:00;20150202 00:00:00;;;;59040 BOX ;67;;;24590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;WUFOO;US;A;SITE THE ;;20150527 00:00:00;20150627 00:00:00;;;;59040 BOX ;67;;;24590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;WUFOO;US;A;SITE THE ;;20150123 00:00:00;20150223 00:00:00;;;;BOX 59y40;67;;;24590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;WUFOO;US;A;THE SITE;;20150702 00:00:00;20150802 00:00:00;;;;BOX 59040;67;;;24590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;WUFOO;US;A;THE SITE;;20170420 00:00:00;20170520 00:00:00;;;;BOX 59040;67;;;24590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;WUFOO;NL;A;BV Trading Food Deli ;;20160917 00:00:00;20161017 00:00:00;;;;ganwsestuaat;18-A;;;4327 SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;WUFOO;NL;A;Deli Food Trading BV;;20161127 00:00:00;20161227 00:00:00;;;;gentsestraat ;18-A;;;b327 SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;WUFOO;NL;A;Deli Flod Tradiog BV;;20151110 00:00:00;20151210 00:00:00;;;;gentsestraat;18-A;;;4327 SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;WUFOO;NL;A;Deli Food Trading BV;;20171005 00:00:00;20171105 00:00:00;;;;gentsestraat;18-A;;;4327 SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;WUFOO;NL;A;Deli Food Trading BV;;20170320 00:00:00;20170420 00:00:00;;;;gentsestraat;18-A;;;4327 SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;WUFOO;US;A;Aroma Ravintola;;20171111 00:00:00;20171211 00:00:00;;;;E MAbN ST;;;;30b09y38f6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;WUFOO;US;A;Ravintola Aroma ;;20151116 00:00:00;20151216 00:00:00;;;;E MAIN ST;;;;30309-3846 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;WUFOO;US;A;bromt Ravintoya;;20150510 00:00:00;20150610 00:00:00;;;;ST MAIN E ;;;;30309-3846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;WUFOO;US;A;Aroma Ravintola;;20170817 00:00:00;20170917 00:00:00;;;;E MAIN ST;;;;30309-3846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;WUFOO;US;A;Aroma Ravintola;;20151110 00:00:00;20151210 00:00:00;;;;E MAIN ST;;;;30309-3846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;WUFOO;GB;A;Holiday Inn Express - Southampton;;20171117 00:00:00;20171217 00:00:00;;;;Bede Academy;;;;4LR PO9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;WUFOO;GB;A;Holiday Inn Express - Southampton;;20170918 00:00:00;20171018 00:00:00;;;;Bkdx qcxdemt;;;;PO9 4LR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;WUFOO;GB;A;Holiday Inn Express - Southampton;;20150924 00:00:00;20151024 00:00:00;;;;Bede Academy;;;;PO9qfLR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;WUFOO;GB;A;Holiday Inn Express - Southampton;;20170919 00:00:00;20171019 00:00:00;;;;Bede Academy;;;;PO9 4LR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;WUFOO;GB;A;Holiday Inn Express - Southampton;;20171018 00:00:00;20171118 00:00:00;;;;Bede Academy;;;;PO9 4LR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;WUFOO;TH;A;มีนiกaวyจั๊บ;;20160911 00:00:00;20161011 00:00:00;;;;867zหาดใfญ่ หาดใหญ่;;;;hy100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;WUFOO;TH;A;มีนาก๋วยจั๊บ ;;20151104 00:00:00;20151204 00:00:00;;;;867 หาดใหญ่ หาดใหญ่;;;;83100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;WUFOO;TH;A;มีนาก๋วยจั๊บ;;20160320 00:00:00;20160420 00:00:00;;;;8f7 หาดqหญi หาxใaญ่;;;;w3t00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;WUFOO;TH;A;มีนาก๋วยจั๊บ;;20160713 00:00:00;20160813 00:00:00;;;;867 หาดใหญ่ หาดใหญ่;;;;83100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;WUFOO;TH;A;มีนาก๋วยจั๊บ;;20160127 00:00:00;20160227 00:00:00;;;;867 หาดใหญ่ หาดใหญ่;;;;83100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;WUFOO;US;A;SCHOOL ELEMENTARY BYRNS JO ;;20160916 00:00:00;20161016 00:00:00;;;;E 5TH ST;6399;;;yxes0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;WUFOO;US;A;SCHOOL ELEMENTARY BYRNS JO ;;20170920 00:00:00;20171020 00:00:00;;;;q 5THcSu;6399;;;8i2fa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;WUFOO;US;A;JO BYRNS ELEMENTARY SCHOOL;;20151004 00:00:00;20151104 00:00:00;;;;ST 5TH E ;6399;;;80230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;WUFOO;US;A;JO BYRNS ELEMENTARY SCHOOL;;20150413 00:00:00;20150513 00:00:00;;;;E 5TH ST;6399;;;80230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;WUFOO;US;A;JO BYRNS ELEMENTARY SCHOOL;;20150308 00:00:00;20150408 00:00:00;;;;E 5TH ST;6399;;;80230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;WUFOO;VN;A;Ngu Hai Ban Nhat Hang Nha ;;20150217 00:00:00;20150317 00:00:00;;;;104H1 1 STREET 26 WARD BÌNH THẠNH DISTRICT;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;WUFOO;VN;A;Nha Hang Nhat Ban Hai Ngu;;20150225 00:00:00;20150325 00:00:00;;;;104H1 1 STREET 26 WARD BÌNH THẠNH DISTRICT;;;;700c0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;WUFOO;VN;A;Ngu Hai Ban Nhat Hang Nha ;;20161209 00:00:00;20180109 00:00:00;;;;104H1 1 STREET 26 WARD BÌNH THẠNH DISTRICT;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;WUFOO;VN;A;Nha Hang Nhat Ban Hai Ngu;;20160305 00:00:00;20160405 00:00:00;;;;104H1 1 STREET 26 WARD BÌNH THẠNH DISTRICT;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;WUFOO;VN;A;Nha Hang Nhat Ban Hai Ngu;;20170421 00:00:00;20170521 00:00:00;;;;104H1 1 STREET 26 WARD BÌNH THẠNH DISTRICT;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;WUFOO;NL;A;Sahan Superwarkt BV;;20150111 00:00:00;20150211 00:00:00;;;;Varenhof;;;;6371 HS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;WUFOO;NL;A;Sahan Supermarkt BV;;20160710 00:00:00;20160810 00:00:00;;;;Varenhof ;;;;6371 HS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;WUFOO;NL;A;Sahan Supermarkt BV;;20151110 00:00:00;20151210 00:00:00;;;;Varenhof;;;;6371 vS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;WUFOO;NL;A;Sahan Supermarkt BV;;20151223 00:00:00;20180123 00:00:00;;;;Varenhof;;;;6371 HS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;WUFOO;NL;A;Sahan Supermarkt BV;;20160504 00:00:00;20160604 00:00:00;;;;Varenhof;;;;6371 HS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;WUFOO;US;A;CLUB GOLF KING STORM ;;20151026 00:00:00;20151126 00:00:00;;;;W St Tuscarawas 5155 ;RIDGE;;;95616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;WUFOO;US;A;STORM KING GOLF CLUB;;20171002 00:00:00;20171102 00:00:00;;;;5155 Tuscarawas St W;RIDGE;;;95616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;WUFOO;US;A;STORM KING GOLF CLUB;;20150225 00:00:00;20150325 00:00:00;;;;5155eTuscarawas St W;RIDGE;;;95616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;WUFOO;US;A;STORM KING GOLF CLUB;;20170714 00:00:00;20170814 00:00:00;;;;5155 Tuscarawas St W;RIDGE;;;95616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;WUFOO;US;A;STORM KING GOLF CLUB;;20161119 00:00:00;20161219 00:00:00;;;;5155 Tuscarawas St W;RIDGE;;;95616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;WUFOO;US;A;eiaE OF OIL;;20160512 00:00:00;20160612 00:00:00;;;;ST PIERCE ;10438;;;33913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;WUFOO;US;A;DUpE OF OIL;;20160821 00:00:00;20160921 00:00:00;;;;ST PIERCE ;10438;;;33913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;WUFOO;US;A;OIL OF DUKE ;;20150426 00:00:00;20150526 00:00:00;;;;ST PIERCE ;10438;;;33913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;WUFOO;US;A;DUKE OF OIL;;20170907 00:00:00;20171007 00:00:00;;;;PIERCE ST;10438;;;33913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;WUFOO;US;A;DUKE OF OIL;;20170711 00:00:00;20170811 00:00:00;;;;PIERCE ST;10438;;;33913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;WUFOO;US;A;UNIVERSITY CITY HIGH SCHOOL;;20150918 00:00:00;20151018 00:00:00;;;;HWY SUNRISE ;3601;;;90401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;WUFOO;US;A;UNIVERSITY CITY HIGH SCHOOL;;20160801 00:00:00;20160901 00:00:00;;;;SUNRISE HWY;3601;;;90401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;WUFOO;US;A;UNIVERSITY CITY HIGH SCHOOL;;20160810 00:00:00;20160910 00:00:00;;;;SUNRISE HWY;3601;;;90401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;WUFOO;US;A;UNIVERSITY CITY HIGH SCHOOL;;20170120 00:00:00;20170220 00:00:00;;;;SUNRISE HWY;3601;;;90401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;WUFOO;US;A;UNIVERSITY CITY HIGH SCHOOL;;20160223 00:00:00;20160323 00:00:00;;;;SUNRISE HWY;3601;;;90401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;WUFOO;TH;A;ไทย;;20170727 00:00:00;20170827 00:00:00;;;;มัญจาคีรี กุดเค้า     ตลาดมันจาคีรี ;;;;83110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;WUFOO;TH;A;ไทย ;;20170209 00:00:00;20170309 00:00:00;;;;ตลาดมันจาคีรี     กุดเค้าeมัญจาคีรี;;;;83mgj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;WUFOO;TH;A;ไทย ;;20150910 00:00:00;20151010 00:00:00;;;;มัญจาคีรี กุดเค้า     ตลาดมันจาคีรี ;;;;83k10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;WUFOO;TH;A;ไทย;;20160617 00:00:00;20160717 00:00:00;;;;ตลาดมันจาคีรี     กุดเค้า มัญจาคีรี;;;;83110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;WUFOO;TH;A;ไทย;;20150305 00:00:00;20150405 00:00:00;;;;ตลาดมันจาคีรี     กุดเค้า มัญจาคีรี;;;;83110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;WUFOO;MY;A;Azlina Selerm;;20150127 00:00:00;20150227 00:00:00;;;;Jalan Anggerik Vanilla Kota Kemuning Shah Alam  Selangor 40460;;;;q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;WUFOO;MY;A;Selera Azlina ;;20160715 00:00:00;20160815 00:00:00;;;;40460 Selangor  Alam Shah Kemuning Kota Vanilla Anggerik Jalan ;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;WUFOO;MY;A;Azlina Selera;;20171022 00:00:00;20171122 00:00:00;;;;Jxlan Anggetik Vanilla Kota Kemuning Shah Alam  Selangor 40460;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;WUFOO;MY;A;Azlina Selera;;20150323 00:00:00;20150423 00:00:00;;;;Jalan Anggerik Vanilla Kota Kemuning Shah Alam  Selangor 40460;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;WUFOO;MY;A;Azlina Selera;;20170409 00:00:00;20170509 00:00:00;;;;Jalan Anggerik Vanilla Kota Kemuning Shah Alam  Selangor 40460;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;WUFOO;GB;A;samik&co ;;20160819 00:00:00;20160919 00:00:00;;;;Road Pen-y-Bryn ;Russia, Kurganskaja;;;ST4 3PE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;WUFOO;GB;A;samik&co;;20150510 00:00:00;20150610 00:00:00;;;;Road Pen-y-Bryn ;Russia, Kurganskaja;;;ST4 3PE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;WUFOO;GB;A;srsyc&co;;20150401 00:00:00;20150501 00:00:00;;;;Road Pen-y-Bryn ;Russia, Kurganskaja;;;ST4 3PE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;WUFOO;GB;A;samik&co;;20170623 00:00:00;20170723 00:00:00;;;;Pen-y-Bryn Road;Russia, Kurganskaja;;;ST4 3PE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;WUFOO;GB;A;samik&co;;20160307 00:00:00;20160407 00:00:00;;;;Pen-y-Bryn Road;Russia, Kurganskaja;;;ST4 3PE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;WUFOO;VN;A;bH zAN yUNG;;20171026 00:00:00;20171126 00:00:00;;;;oai quốc huyện sơn- sài xã ;;;;7qkof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;WUFOO;VN;A;NH LAN RUNG;;20171202 00:00:00;20180102 00:00:00;;;;xã sài sơn- huyện quốc oai;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;WUFOO;VN;A;Nm LoN RyNG;;20170403 00:00:00;20170503 00:00:00;;;;xã sài sơn- huyện quốc oai;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;WUFOO;VN;A;NH LAN RUNG;;20150703 00:00:00;20150803 00:00:00;;;;xã sài sơn- huyện quốc oai;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;WUFOO;VN;A;NH LAN RUNG;;20170613 00:00:00;20170713 00:00:00;;;;xã sài sơn- huyện quốc oai;;;;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;WUFOO;TW;A;三皇三家 ;;20160304 00:00:00;20160404 00:00:00;;;;屏東市廣東路1322號 ;;;;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;WUFOO;TW;A;三皇三家 ;;20170823 00:00:00;20170923 00:00:00;;;;屏東市廣東路1322號;;;;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;WUFOO;TW;A;e皇f家;;20170817 00:00:00;20170917 00:00:00;;;;屏東市廣東路1322號;;;;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;WUFOO;TW;A;三皇三家;;20161106 00:00:00;20161206 00:00:00;;;;屏東市廣東路1322號;;;;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;WUFOO;TW;A;三皇三家;;20160402 00:00:00;20160502 00:00:00;;;;屏東市廣東路1322號;;;;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;WUFOO;US;A;CARNICEwIA LA PdfLA;;20161208 00:00:00;20180108 00:00:00;;;;BROOK RD;4337;;;33635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;WUFOO;US;A;CARNICERIA LA PERLA;;20170522 00:00:00;20170622 00:00:00;;;;BROOK RD;4337;;;33635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;WUFOO;US;A;CARNICERIA LA PERLA;;20170202 00:00:00;20170302 00:00:00;;;;RD BROOK ;4337;;;33635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;WUFOO;US;A;CARNICERIA LA PERLA;;20171208 00:00:00;20180108 00:00:00;;;;BROOK RD;4337;;;33635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;WUFOO;US;A;CARNICERIA LA PERLA;;20150405 00:00:00;20150505 00:00:00;;;;BROOK RD;4337;;;33635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;WUFOO;MY;A;HO HO FOOD STATION;;20160810 00:00:00;20160910 00:00:00;;;;centre commercial politeknik ;;;;5y1pg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;WUFOO;MY;A;HO HO bOOd SvxTION;;20161004 00:00:00;20161104 00:00:00;;;;centre commercial politeknik ;;;;r310e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;WUFOO;MY;A;HO HO FOOD STATION;;20170102 00:00:00;20170202 00:00:00;;;;politeknik commercial centre;;;;53100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;WUFOO;MY;A;HO HO FOOD STATION;;20151214 00:00:00;20180114 00:00:00;;;;politeknik commercial centre;;;;53100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;WUFOO;MY;A;HO HO FOOD STATION;;20151103 00:00:00;20151203 00:00:00;;;;politeknik commercial centre;;;;53100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;WUFOO;US;A;SCHOOL MIDDLE SKY DESERT ;;20170327 00:00:00;20170427 00:00:00;;;;HARBOR BLVp;5130;;;63303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;WUFOO;US;A;SCHOOL MIDDLE SKY DESERT ;;20160714 00:00:00;20160814 00:00:00;;;;HAwBOk Brly;5130;;;63303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;WUFOO;US;A;SCHOOL MIDDLE SKY DESERT ;;20160525 00:00:00;20160625 00:00:00;;;;HARBOR BLVD;5130;;;6iwa3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;WUFOO;US;A;DESERT SKY MIDDLE SCHOOL;;20160307 00:00:00;20160407 00:00:00;;;;HARBOR BLVD;5130;;;63303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;WUFOO;US;A;DESERT SKY MIDDLE SCHOOL;;20171012 00:00:00;20171112 00:00:00;;;;HARBOR BLVD;5130;;;63303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;WUFOO;DE;A;GGMBH ST.WILLEHAD-HOSPITAL ;;20160709 00:00:00;20160809 00:00:00;;;;Nahestr.;12;;;92637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;WUFOO;DE;A;ST.WILLEHAD-HOSPITAL GGMBH;;20150920 00:00:00;20151020 00:00:00;;;;Nahestr. ;12;;;9m637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;WUFOO;DE;A;ST.WILLEHAD-HOSPITAL GGMBH;;20150524 00:00:00;20150624 00:00:00;;;;Nahestr. ;12;;;92637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;WUFOO;DE;A;ST.WILLEHAD-HOSPITAL GGMBH;;20170119 00:00:00;20170219 00:00:00;;;;Nahestr.;12;;;92637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;WUFOO;DE;A;ST.WILLEHAD-HOSPITAL GGMBH;;20161202 00:00:00;20180102 00:00:00;;;;Nahestr.;12;;;92637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;WUFOO;VN;A;giang tien ;;20160622 00:00:00;20160722 00:00:00;;;;14PASTeUR STREzTVINH PHmOC DISTRICT;;;Giang Tien Tho, My ;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;WUFOO;VN;A;tiejsgjang;;20160203 00:00:00;20160303 00:00:00;;;;14PeStEUR STREETVINH PHUOCfDISTRICT;;;My Tho, Tien Giang;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;WUFOO;VN;A;tieu ggkna;;20161106 00:00:00;20161206 00:00:00;;;;14PASTEfR STREETVINH PmUOC DISTRoCT;;;Giang Tien Tho, My ;7000q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;WUFOO;VN;A;tien giang;;20170410 00:00:00;20170510 00:00:00;;;;14PASTEUR STREETVINH PHUOC DISTRICT;;;My Tho, Tien Giang;70000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
